accession,source,action,p_purify,wrap_score,wrap_amenable,levers,why,detergent_extract,detergent_polish,detergent_rescue,detergent_avoid,detergent_why
MPP-GO.111646,tt_expressed_not_purified,redesign,0.3582,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4445,tt_expressed_not_purified,redesign,0.4965,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1800,tt_expressed_not_purified,standard,0.552,0.35,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14264,tt_expressed_not_purified,standard,0.7095,0.75,1,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.342,tt_expressed_not_purified,standard,0.6075,0.75,1,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0574,tt_expressed_not_purified,redesign,0.5415,0.25,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.3148,tt_expressed_not_purified,redesign,0.4339,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.121191,tt_expressed_not_purified,redesign,0.4665,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14108,tt_expressed_not_purified,wrap_rescue,0.5059,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.13878,tt_expressed_not_purified,wrap_rescue,0.4924,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14278,tt_expressed_not_purified,standard,0.6323,0.35,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2547,tt_expressed_not_purified,standard,0.6236,0.95,1,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.7829,tt_expressed_not_purified,redesign,0.4358,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.8712,tt_expressed_not_purified,wrap_rescue,0.4767,0.95,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.119930,tt_expressed_not_purified,standard,0.6071,0.15,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14227,tt_expressed_not_purified,wrap_rescue,0.4829,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.6545,tt_expressed_not_purified,wrap_rescue,0.5468,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.118603,tt_expressed_not_purified,redesign,0.3695,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4731,tt_expressed_not_purified,redesign,0.3936,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TMPC-GO.120728,tt_expressed_not_purified,redesign,0.4908,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4390,tt_expressed_not_purified,standard,0.5937,0.35,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14208,tt_expressed_not_purified,deprioritize,0.5218,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2799,tt_expressed_not_purified,wrap_rescue,0.5039,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0329,tt_expressed_not_purified,standard,0.5787,0.55,1,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.123250,tt_expressed_not_purified,redesign,0.4632,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.99,tt_expressed_not_purified,redesign,0.5394,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.6892,tt_expressed_not_purified,deprioritize,0.478,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.19250,tt_expressed_not_purified,standard,0.5989,0.75,1,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPSBC-Rce1pSku,tt_expressed_not_purified,redesign,0.4532,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14317,tt_expressed_not_purified,redesign,0.5423,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2123,tt_expressed_not_purified,wrap_rescue,0.4376,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.120256,tt_expressed_not_purified,deprioritize,0.5022,0.0,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPSBC-Tok1pCg,tt_expressed_not_purified,wrap_rescue,0.5369,0.75,1,reduce disulfides / skip eukaryotic folding,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.7761,tt_expressed_not_purified,wrap_rescue,0.5147,0.95,1,add a fusion-able N- or C-terminus,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0014,tt_expressed_not_purified,redesign,0.4758,0.05,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2810,tt_expressed_not_purified,wrap_rescue,0.5494,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TMPC-GO.118647,tt_expressed_not_purified,redesign,0.4869,0.05,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,drop sequons or use a prokaryotic host; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1383,tt_expressed_not_purified,standard,0.6679,0.65,1,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.121987,tt_expressed_not_purified,deprioritize,0.514,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2885,tt_expressed_not_purified,wrap_rescue,0.4739,0.95,1,add a fusion-able N- or C-terminus,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.10030,tt_expressed_not_purified,standard,0.61,0.2,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.360,tt_expressed_not_purified,standard,0.6327,0.75,1,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2918,tt_expressed_not_purified,deprioritize,0.3584,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2769,tt_expressed_not_purified,wrap_rescue,0.4557,0.95,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14075,tt_expressed_not_purified,redesign,0.5068,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.9891,tt_expressed_not_purified,redesign,0.4327,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.3406,tt_expressed_not_purified,standard,0.6162,0.05,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2633,tt_expressed_not_purified,deprioritize,0.42,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0228,tt_expressed_not_purified,standard,0.5723,0.75,1,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1344,tt_expressed_not_purified,standard,0.5783,0.35,0,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.3085,tt_expressed_not_purified,redesign,0.5294,0.25,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,drop sequons or use a prokaryotic host; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.7558,tt_expressed_not_purified,wrap_rescue,0.4936,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.118610,tt_expressed_not_purified,standard,0.5719,0.05,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4311,tt_expressed_not_purified,deprioritize,0.4608,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
